MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170124,NJ,0.00,100.00,42.39,9.47,0.00,0.00,2017-01-24,2017-01-30,1
20170117,NJ,0.00,100.00,72.01,38.21,0.00,0.00,2017-01-17,2017-01-23,1
20170110,NJ,0.00,100.00,72.01,37.85,0.00,0.00,2017-01-10,2017-01-16,1
20170103,NJ,0.00,100.00,72.01,37.85,0.00,0.00,2017-01-03,2017-01-09,1
20161227,NJ,0.00,100.00,72.01,37.85,0.01,0.00,2016-12-27,2017-01-02,1
20161220,NJ,0.00,100.00,72.01,37.85,0.01,0.00,2016-12-20,2016-12-26,1
20161213,NJ,0.00,100.00,72.01,37.85,0.01,0.00,2016-12-13,2016-12-19,1
20161206,NJ,0.00,100.00,72.07,37.85,0.01,0.00,2016-12-06,2016-12-12,1
20161129,NJ,13.40,86.60,67.55,39.96,0.01,0.00,2016-11-29,2016-12-05,1
20161122,NJ,13.40,86.60,67.55,39.96,0.01,0.00,2016-11-22,2016-11-28,1
20161115,NJ,11.41,88.59,70.22,39.96,0.01,0.00,2016-11-15,2016-11-21,1
20161108,NJ,29.50,70.50,57.07,39.12,0.00,0.00,2016-11-08,2016-11-14,1
20161101,NJ,33.74,66.26,57.07,39.12,0.00,0.00,2016-11-01,2016-11-07,1
20161025,NJ,33.74,66.26,57.07,39.12,0.00,0.00,2016-10-25,2016-10-31,1
20161018,NJ,37.76,62.24,55.33,4.03,0.00,0.00,2016-10-18,2016-10-24,1
20161011,NJ,37.88,62.12,55.33,3.38,0.00,0.00,2016-10-11,2016-10-17,1
20161004,NJ,31.83,68.17,56.02,0.57,0.00,0.00,2016-10-04,2016-10-10,1
20160927,NJ,15.12,84.88,53.92,0.00,0.00,0.00,2016-09-27,2016-10-03,1
20160920,NJ,20.27,79.73,53.92,0.00,0.00,0.00,2016-09-20,2016-09-26,1
20160913,NJ,0.00,100.00,65.62,0.00,0.00,0.00,2016-09-13,2016-09-19,1
20160906,NJ,17.66,82.34,11.41,0.00,0.00,0.00,2016-09-06,2016-09-12,1
20160830,NJ,17.66,82.34,11.41,0.00,0.00,0.00,2016-08-30,2016-09-05,1
20160823,NJ,65.39,34.61,11.41,0.00,0.00,0.00,2016-08-23,2016-08-29,1
20160816,NJ,63.47,36.53,11.41,0.00,0.00,0.00,2016-08-16,2016-08-22,1
20160809,NJ,63.47,36.53,24.35,0.00,0.00,0.00,2016-08-09,2016-08-15,1
20160802,NJ,63.47,36.53,24.35,0.00,0.00,0.00,2016-08-02,2016-08-08,1
20160726,NJ,32.01,67.99,37.97,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,NJ,32.01,67.99,37.97,0.00,0.00,0.00,2016-07-19,2016-07-25,1
20160712,NJ,32.01,67.99,37.97,0.00,0.00,0.00,2016-07-12,2016-07-18,1
20160705,NJ,27.68,72.32,40.03,0.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,NJ,27.68,72.32,40.03,0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,NJ,43.87,56.13,40.03,0.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,NJ,56.95,43.05,35.83,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,NJ,56.95,43.05,0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,NJ,56.95,43.05,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,NJ,52.43,47.57,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,NJ,52.43,47.57,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,NJ,52.43,47.57,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,NJ,47.41,52.59,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,NJ,52.97,47.03,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,NJ,57.04,42.96,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,NJ,95.62,4.38,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,NJ,99.84,0.16,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,NJ,99.84,0.16,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,NJ,99.80,0.20,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,NJ,98.93,1.07,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,NJ,98.93,1.07,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,NJ,98.93,1.07,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,NJ,99.52,0.48,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,NJ,81.26,18.74,1.32,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,NJ,81.26,18.74,1.32,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,NJ,56.84,43.16,7.08,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,NJ,56.84,43.16,7.08,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,NJ,56.84,43.16,17.64,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,NJ,56.84,43.16,17.64,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,NJ,9.55,90.45,42.93,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,NJ,11.69,88.31,17.43,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,NJ,11.69,88.31,17.43,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,NJ,11.69,88.31,17.20,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,NJ,17.95,82.05,17.03,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150825,NJ,62.83,37.17,0.00,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150818,NJ,61.81,38.19,0.00,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150811,NJ,61.81,38.19,0.00,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150804,NJ,99.27,0.73,0.00,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150728,NJ,99.99,0.01,0.00,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150721,NJ,99.99,0.01,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,NJ,99.99,0.01,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,NJ,93.21,6.79,0.00,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150616,NJ,41.06,58.94,5.84,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,NJ,41.06,58.94,5.84,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,NJ,41.06,58.94,5.84,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,NJ,16.94,83.06,29.11,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,NJ,44.54,55.46,11.51,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,NJ,48.51,51.49,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,NJ,75.00,25.00,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,NJ,93.00,7.00,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,NJ,93.00,7.00,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,NJ,93.00,7.00,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,NJ,93.00,7.00,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,NJ,93.00,7.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,NJ,93.00,7.00,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,NJ,93.00,7.00,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150210,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150203,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,NJ,93.09,6.91,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,NJ,89.25,10.75,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20191231,NM,52.86,47.14,28.33,15.26,0.00,0.00,2019-12-31,2020-01-06,1
20191224,NM,52.86,47.14,28.33,15.26,0.00,0.00,2019-12-24,2019-12-30,1
20191217,NM,52.86,47.14,28.33,15.26,0.00,0.00,2019-12-17,2019-12-23,1
20191210,NM,52.86,47.14,28.33,15.62,0.00,0.00,2019-12-10,2019-12-16,1
20191203,NM,52.69,47.31,31.96,16.52,0.00,0.00,2019-12-03,2019-12-09,1
20191126,NM,27.02,72.98,45.07,17.57,0.00,0.00,2019-11-26,2019-12-02,1
20191119,NM,27.02,72.98,44.87,12.86,0.00,0.00,2019-11-19,2019-11-25,1
20191112,NM,27.02,72.98,44.14,9.93,0.00,0.00,2019-11-12,2019-11-18,1
20191105,NM,35.27,64.73,34.66,8.67,0.00,0.00,2019-11-05,2019-11-11,1
20191029,NM,35.27,64.73,34.66,8.67,0.00,0.00,2019-10-29,2019-11-04,1
20191022,NM,39.22,60.78,34.66,8.67,0.00,0.00,2019-10-22,2019-10-28,1
20191015,NM,45.42,54.58,18.07,7.58,0.00,0.00,2019-10-15,2019-10-21,1
20191008,NM,60.03,39.97,18.07,7.58,0.00,0.00,2019-10-08,2019-10-14,1
20191001,NM,37.27,62.73,29.82,6.81,0.00,0.00,2019-10-01,2019-10-07,1
20190924,NM,41.99,58.01,32.69,6.81,0.00,0.00,2019-09-24,2019-09-30,1
20190917,NM,41.82,58.18,33.26,6.81,0.00,0.00,2019-09-17,2019-09-23,1
20190910,NM,41.73,58.27,33.27,6.76,0.00,0.00,2019-09-10,2019-09-16,1
20190903,NM,42.78,57.22,29.82,2.90,0.00,0.00,2019-09-03,2019-09-09,1
20190827,NM,40.09,59.91,28.49,2.90,0.00,0.00,2019-08-27,2019-09-02,1
20190820,NM,50.77,49.23,18.72,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,NM,51.76,48.24,13.32,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,NM,67.24,32.76,13.32,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,NM,69.82,30.18,8.74,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,NM,69.82,30.18,8.74,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,NM,70.13,29.87,8.74,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,NM,70.14,29.86,8.74,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,NM,70.14,29.86,8.74,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,NM,70.14,29.86,8.74,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,NM,70.14,29.86,11.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,NM,70.14,29.86,11.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,NM,65.20,34.80,18.85,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,NM,64.63,35.37,18.85,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,NM,64.58,35.42,18.85,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,NM,59.87,40.13,22.98,0.90,0.00,0.00,2019-05-14,2019-05-20,1
20190507,NM,54.21,45.79,23.31,1.23,0.00,0.00,2019-05-07,2019-05-13,1
20190430,NM,54.18,45.82,23.31,6.75,0.00,0.00,2019-04-30,2019-05-06,1
20190423,NM,54.18,45.82,23.33,6.75,0.00,0.00,2019-04-23,2019-04-29,1
20190416,NM,46.45,53.55,38.74,16.06,0.00,0.00,2019-04-16,2019-04-22,1
20190409,NM,46.45,53.55,38.74,16.06,0.00,0.00,2019-04-09,2019-04-15,1
20190402,NM,46.45,53.55,38.74,16.06,0.00,0.00,2019-04-02,2019-04-08,1
20190326,NM,45.20,54.80,38.74,16.06,0.00,0.00,2019-03-26,2019-04-01,1
20190319,NM,36.33,63.67,38.99,26.33,8.10,0.00,2019-03-19,2019-03-25,1
20190312,NM,39.49,60.51,42.09,31.79,12.50,0.88,2019-03-12,2019-03-18,1
20190305,NM,38.67,61.33,42.69,31.96,12.50,0.88,2019-03-05,2019-03-11,1
20190226,NM,39.00,61.00,42.47,31.96,13.14,0.88,2019-02-26,2019-03-04,1
20190219,NM,38.81,61.19,43.01,32.77,14.98,1.51,2019-02-19,2019-02-25,1
20190212,NM,38.81,61.19,43.01,32.77,14.98,1.51,2019-02-12,2019-02-18,1
20190205,NM,44.71,55.29,43.01,32.77,14.98,1.50,2019-02-05,2019-02-11,1
20190129,NM,45.37,54.63,42.84,32.79,15.03,1.43,2019-01-29,2019-02-04,1
20190122,NM,45.37,54.63,42.79,32.79,15.03,1.43,2019-01-22,2019-01-28,1
20190115,NM,39.57,60.43,43.50,32.79,19.67,14.17,2019-01-15,2019-01-21,1
20190108,NM,39.57,60.43,44.65,33.28,19.67,14.17,2019-01-08,2019-01-14,1
20190101,NM,37.99,62.01,44.71,35.03,19.67,14.17,2019-01-01,2019-01-07,1
20181225,NM,25.64,74.36,45.46,35.92,19.89,14.50,2018-12-25,2018-12-31,1
20181218,NM,25.98,74.02,45.46,35.85,19.89,14.50,2018-12-18,2018-12-24,1
20181211,NM,25.98,74.02,45.46,35.85,20.67,15.05,2018-12-11,2018-12-17,1
20181204,NM,25.98,74.02,45.46,35.85,20.67,15.05,2018-12-04,2018-12-10,1
20181127,NM,25.98,74.02,45.46,35.85,20.67,15.05,2018-11-27,2018-12-03,1
20181120,NM,25.98,74.02,45.46,35.85,20.67,15.05,2018-11-20,2018-11-26,1
20181113,NM,7.94,92.06,60.30,38.44,22.08,15.05,2018-11-13,2018-11-19,1
20181106,NM,7.94,92.06,64.09,40.76,22.08,15.50,2018-11-06,2018-11-12,1
20181030,NM,6.87,93.13,64.30,44.43,22.08,15.50,2018-10-30,2018-11-05,1
20181023,NM,5.31,94.69,85.83,50.97,23.07,15.50,2018-10-23,2018-10-29,1
20181016,NM,4.75,95.25,86.61,53.11,23.07,15.50,2018-10-16,2018-10-22,1
20181009,NM,1.37,98.63,90.72,54.89,28.20,15.53,2018-10-09,2018-10-15,1
20181002,NM,0.40,99.60,92.84,59.66,32.03,15.53,2018-10-02,2018-10-08,1
20180925,NM,0.40,99.60,93.27,59.56,31.84,15.53,2018-09-25,2018-10-01,1
20180918,NM,0.40,99.60,93.27,59.48,31.84,14.54,2018-09-18,2018-09-24,1
20180911,NM,1.04,98.96,93.27,59.48,31.84,14.54,2018-09-11,2018-09-17,1
20180904,NM,0.81,99.19,93.96,60.10,34.07,14.54,2018-09-04,2018-09-10,1
20180828,NM,0.60,99.40,94.57,64.22,36.04,14.54,2018-08-28,2018-09-03,1
20180821,NM,0.18,99.82,94.71,64.21,36.04,14.54,2018-08-21,2018-08-27,1
20180814,NM,0.00,100.00,95.65,66.85,41.75,14.54,2018-08-14,2018-08-20,1
20180807,NM,0.00,100.00,95.92,68.57,41.75,14.54,2018-08-07,2018-08-13,1
20180731,NM,0.01,99.99,96.91,70.47,46.04,15.54,2018-07-31,2018-08-06,1
20180724,NM,0.01,99.99,98.80,86.26,54.97,15.68,2018-07-24,2018-07-30,1
20180717,NM,0.01,99.99,98.80,86.26,55.15,15.68,2018-07-17,2018-07-23,1
20180710,NM,0.00,100.00,98.99,85.95,57.68,15.68,2018-07-10,2018-07-16,1
20180703,NM,0.00,100.00,95.80,86.30,57.73,18.02,2018-07-03,2018-07-09,1
20180626,NM,1.36,98.64,95.80,86.55,57.73,18.02,2018-06-26,2018-07-02,1
20180619,NM,1.36,98.64,96.30,91.26,60.89,18.02,2018-06-19,2018-06-25,1
20180612,NM,0.10,99.90,98.65,92.39,62.97,18.17,2018-06-12,2018-06-18,1
20180605,NM,0.10,99.90,99.04,88.42,61.99,18.17,2018-06-05,2018-06-11,1
20180529,NM,0.16,99.84,99.35,89.39,62.86,18.27,2018-05-29,2018-06-04,1
20180522,NM,0.00,100.00,99.46,90.31,63.26,20.27,2018-05-22,2018-05-28,1
20180515,NM,0.00,100.00,99.43,90.21,63.58,20.27,2018-05-15,2018-05-21,1
20180508,NM,0.12,99.88,98.56,81.14,55.38,10.59,2018-05-08,2018-05-14,1
20180501,NM,0.08,99.92,98.56,80.84,45.06,10.59,2018-05-01,2018-05-07,1
20180424,NM,0.08,99.92,98.58,80.84,46.01,9.14,2018-04-24,2018-04-30,1
20180417,NM,0.08,99.92,98.57,78.12,45.97,6.63,2018-04-17,2018-04-23,1
20180410,NM,0.08,99.92,98.57,78.12,45.92,2.16,2018-04-10,2018-04-16,1
20180403,NM,0.08,99.92,98.57,78.12,38.87,0.00,2018-04-03,2018-04-09,1
20180327,NM,0.08,99.92,98.64,77.89,34.06,0.00,2018-03-27,2018-04-02,1
20180320,NM,0.08,99.92,98.64,77.89,25.60,0.00,2018-03-20,2018-03-26,1
20180313,NM,0.08,99.92,99.51,77.89,25.50,0.00,2018-03-13,2018-03-19,1
20180306,NM,0.08,99.92,99.51,77.99,17.08,0.00,2018-03-06,2018-03-12,1
20180227,NM,0.08,99.92,99.51,77.99,5.23,0.00,2018-02-27,2018-03-05,1
20180220,NM,0.08,99.92,99.51,77.99,5.23,0.00,2018-02-20,2018-02-26,1
20180213,NM,0.00,100.00,99.65,80.09,3.96,0.00,2018-02-13,2018-02-19,1
20180206,NM,0.00,100.00,97.42,79.66,0.27,0.00,2018-02-06,2018-02-12,1
20180130,NM,0.00,100.00,94.13,68.03,0.27,0.00,2018-01-30,2018-02-05,1
20180123,NM,0.00,100.00,93.78,59.96,0.00,0.00,2018-01-23,2018-01-29,1
20180116,NM,0.00,100.00,87.42,11.79,0.00,0.00,2018-01-16,2018-01-22,1
20180109,NM,0.00,100.00,87.42,6.22,0.00,0.00,2018-01-09,2018-01-15,1
20180102,NM,7.01,92.99,45.97,4.76,0.00,0.00,2018-01-02,2018-01-08,1
20171226,NM,7.14,92.86,30.16,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,NM,10.46,89.54,17.38,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,NM,10.46,89.54,16.23,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,NM,46.99,53.01,16.23,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,NM,48.91,51.09,16.23,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,NM,78.85,21.15,4.64,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,NM,78.89,21.11,4.09,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,NM,78.64,21.36,4.09,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,NM,83.45,16.55,1.88,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,NM,88.63,11.37,1.04,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,NM,91.99,8.01,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,NM,92.21,7.79,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,NM,85.16,14.84,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,NM,85.16,14.84,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,NM,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,NM,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,NM,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,NM,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,NM,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,NM,98.66,1.34,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,NM,98.66,1.34,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,NM,95.00,5.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,NM,66.49,33.51,1.34,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,NM,72.95,27.05,6.56,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,NM,76.69,23.31,6.56,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,NM,76.51,23.49,6.56,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,NM,76.51,23.49,6.56,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,NM,75.26,24.74,6.56,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,NM,78.55,21.45,6.56,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,NM,77.32,22.68,6.56,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,NM,73.18,26.82,6.56,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,NM,76.30,23.70,6.56,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,NM,81.27,18.73,6.56,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,NM,81.51,18.49,6.56,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,NM,81.51,18.49,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,NM,58.57,41.43,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,NM,54.33,45.67,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,NM,50.57,49.43,2.29,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,NM,50.58,49.42,2.52,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,NM,45.04,54.96,6.72,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,NM,44.41,55.59,6.72,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,NM,76.02,23.98,3.24,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,NM,78.52,21.48,2.58,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,NM,77.00,23.00,2.49,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,NM,86.71,13.29,2.49,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,NM,87.89,12.11,2.49,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,NM,87.89,12.11,2.49,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,NM,88.05,11.95,2.49,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,NM,88.03,11.97,2.49,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,NM,66.79,33.21,4.28,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,NM,66.66,33.34,4.28,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,NM,66.20,33.80,4.28,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,NM,65.55,34.45,4.28,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20161220,NM,46.05,53.95,4.99,0.00,0.00,0.00,2016-12-20,2016-12-26,1
20161213,NM,46.14,53.86,4.99,0.00,0.00,0.00,2016-12-13,2016-12-19,1
20161206,NM,46.23,53.77,4.99,0.00,0.00,0.00,2016-12-06,2016-12-12,1
20161129,NM,46.23,53.77,4.92,0.00,0.00,0.00,2016-11-29,2016-12-05,1
20161122,NM,39.54,60.46,4.92,0.00,0.00,0.00,2016-11-22,2016-11-28,1
20161115,NM,39.54,60.46,4.92,0.00,0.00,0.00,2016-11-15,2016-11-21,1
20161108,NM,39.54,60.46,4.92,0.00,0.00,0.00,2016-11-08,2016-11-14,1
20161101,NM,36.70,63.30,4.97,0.00,0.00,0.00,2016-11-01,2016-11-07,1
20161025,NM,45.87,54.13,3.89,0.00,0.00,0.00,2016-10-25,2016-10-31,1
20161018,NM,45.87,54.13,3.85,0.00,0.00,0.00,2016-10-18,2016-10-24,1
20161011,NM,55.33,44.67,3.85,0.00,0.00,0.00,2016-10-11,2016-10-17,1
20161004,NM,55.33,44.67,3.85,0.00,0.00,0.00,2016-10-04,2016-10-10,1
20160927,NM,53.33,46.67,3.85,0.00,0.00,0.00,2016-09-27,2016-10-03,1
20160920,NM,53.33,46.67,3.85,0.00,0.00,0.00,2016-09-20,2016-09-26,1
20160913,NM,53.33,46.67,3.85,0.00,0.00,0.00,2016-09-13,2016-09-19,1
20160906,NM,16.43,83.57,16.78,0.00,0.00,0.00,2016-09-06,2016-09-12,1
20160830,NM,14.34,85.66,23.53,0.00,0.00,0.00,2016-08-30,2016-09-05,1
20160823,NM,12.91,87.09,26.61,1.14,0.00,0.00,2016-08-23,2016-08-29,1
20160816,NM,12.32,87.68,24.30,0.00,0.00,0.00,2016-08-16,2016-08-22,1
20160809,NM,4.96,95.04,27.00,0.00,0.00,0.00,2016-08-09,2016-08-15,1
20160802,NM,4.88,95.12,27.00,0.00,0.00,0.00,2016-08-02,2016-08-08,1
20160726,NM,4.00,96.00,21.46,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,NM,23.13,76.87,15.62,0.00,0.00,0.00,2016-07-19,2016-07-25,1
20160712,NM,23.15,76.85,15.62,0.00,0.00,0.00,2016-07-12,2016-07-18,1
20160705,NM,22.64,77.36,15.62,0.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,NM,22.64,77.36,15.62,0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,NM,22.64,77.36,15.62,0.00,0.00,0.00,2016-06-21,2016-06-27,1
